,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating
409,372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5.0,5.955,125.055,1/28/2019,19:24,Ewallet,5.4
410,244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10.0,17.105,359.205,1/2/2019,13:00,Cash,5.1
411,569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2.0,2.187,45.927,1/25/2019,14:29,Ewallet,6.9
412,132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5.0,5.2425,110.0925,1/4/2019,13:21,Cash,7.8
413,696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3.0,3.876,81.396,3/10/2019,18:55,Ewallet,6.6
414,472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8.0,20.372,427.812,3/22/2019,19:36,Ewallet,9.2
415,268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1.0,4.8055,100.9155,1/25/2019,16:28,Ewallet,7.8
416,750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4.0,9.076,190.596,1/8/2019,13:48,Credit card,8.7
417,186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1.0,4.0755,85.5855,1/22/2019,10:57,Ewallet,9.2
418,848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2.0,5.722,120.162,1/12/2019,17:13,Ewallet,8.3
419,745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7.0,8.827,185.367,2/4/2019,10:23,Cash,8.2
420,266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3.0,5.79,121.59,3/28/2019,13:57,Ewallet,7.5
421,740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3.0,12.6075,264.7575,1/23/2019,13:29,Cash,9.8
422,271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10.0,48.605,1020.705,2/8/2019,13:00,Credit card,8.7
423,301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8.0,10.168,213.528,3/19/2019,19:42,Credit card,6.7
424,489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1.0,0.814,17.094,3/9/2019,15:36,Cash,5.0
425,198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9.0,18.2745,383.7645,1/2/2019,13:40,Cash,7.0
426,269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7.0,18.6095,390.7995,1/21/2019,18:01,Cash,8.9
427,650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3.0,3.1305,65.7405,3/20/2019,13:53,Credit card,8.0
428,741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5.0,16.8175,353.1675,2/27/2019,17:27,Cash,6.9
429,325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10.0,45.325,951.825,3/8/2019,10:53,Ewallet,7.3
430,286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,,2.0,6.908,145.068,1/31/2019,19:48,Credit card,6.9
431,574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2.0,4.327,90.867,3/8/2019,16:53,Ewallet,5.7
432,459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6.0,7.038,147.798,1/13/2019,19:14,Ewallet,6.4
433,616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7.0,33.439,702.219,3/9/2019,14:36,Credit card,9.6
434,837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1.0,2.372,49.812,2/22/2019,18:19,Credit card,6.8
435,751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9.0,44.658,937.818,3/19/2019,19:09,Ewallet,9.0
436,257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4.0,16.586,348.306,1/20/2019,16:51,Ewallet,9.6
437,345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6.0,10.197,214.137,3/8/2019,15:37,Credit card,7.7
438,549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4.0,3.408,71.568,3/8/2019,20:15,Ewallet,7.0
439,810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8.0,16.344,343.224,2/7/2019,14:38,Credit card,6.5
440,450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5.0,4.36,91.56,1/15/2019,19:25,Cash,8.1
441,394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8.0,35.372,742.812,3/22/2019,19:35,Credit card,4.3
442,138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9.0,40.1445,843.0345,1/15/2019,15:42,Credit card,6.5
443,192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1.0,0.639,13.419,1/8/2019,14:11,Ewallet,9.5
444,301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7.0,6.685,140.385,1/15/2019,10:43,Cash,9.7
445,390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1.0,0.9575,20.1075,1/28/2019,17:58,Credit card,9.5
446,235-46-8343,,Naypyitaw,Member,Male,Food and beverages,27.66,10.0,13.83,290.43,2/14/2019,11:26,Credit card,8.9
447,453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3.0,6.861,144.081,3/10/2019,17:38,Credit card,6.5
448,296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1.0,1.3535,28.4235,1/12/2019,20:07,Credit card,5.3
449,449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1.0,1.956,41.076,3/26/2019,11:02,Credit card,9.6
450,891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6.0,22.413,470.673,1/1/2019,19:07,Cash,6.7
451,744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6.0,6.603,138.663,1/2/2019,18:50,Cash,7.6
452,727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5.0,15.9025,333.9525,3/16/2019,12:43,Ewallet,4.8
453,568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.0,1.0,1.25,26.25,3/3/2019,15:09,Ewallet,5.5
454,187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4.0,4.154,87.234,1/31/2019,13:47,Cash,4.7
455,767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5.0,7.39,155.19,2/13/2019,16:59,Cash,6.9
456,710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9.0,34.83,731.43,2/15/2019,14:15,Credit card,4.5
457,533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10.0,39.695,833.595,2/7/2019,20:24,Cash,6.2
458,325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10.0,23.285,488.985,1/27/2019,13:58,Cash,7.6
459,729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1.0,1.7945,37.6845,2/23/2019,16:52,Credit card,7.9
460,639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5.0,10.13,212.73,2/3/2019,15:19,Cash,4.5
461,234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10.0,36.525,767.025,3/3/2019,12:25,Credit card,8.7
462,326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4.0,14.79,310.59,2/3/2019,10:02,Cash,6.1
463,320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1.0,1.131,23.751,3/17/2019,18:58,Cash,6.4
464,470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5.0,12.835,269.535,3/28/2019,15:31,Credit card,9.1
465,878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10.0,27.275,572.775,3/2/2019,11:22,Credit card,7.1
466,440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7.0,13.0025,273.0525,2/8/2019,13:12,Credit card,7.7
467,554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6.0,11.106,233.226,3/22/2019,18:33,Cash,4.5
468,746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1.0,1.079,22.659,2/9/2019,10:02,Ewallet,7.2
469,233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1.0,4.942,103.782,2/15/2019,11:21,Cash,8.4
470,767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6.0,25.131,527.751,1/23/2019,12:10,Ewallet,5.4
471,340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4.0,8.01,168.21,1/25/2019,11:40,Cash,9.7
472,405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10.0,21.565,452.865,2/2/2019,18:31,Credit card,5.5
473,731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8.0,29.028,609.588,3/30/2019,17:58,Cash,4.6
474,676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5.0,16.11,338.31,3/30/2019,17:04,Cash,6.6
475,502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3.0,9.777,205.317,2/25/2019,20:35,Credit card,6.3
476,485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5.0,8.315,174.615,3/18/2019,16:10,Credit card,4.2
477,598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4.0,16.814,353.094,3/7/2019,16:54,Ewallet,4.4
478,701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10.0,17.185,360.885,3/16/2019,10:11,Ewallet,6.7
479,575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1.0,1.93,40.53,1/29/2019,11:26,Ewallet,6.7
480,541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8.0,26.388,554.148,2/2/2019,20:29,Cash,8.4
481,246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10.0,16.4,344.4,2/15/2019,12:12,Cash,6.2
482,674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5.0,9.285,194.985,1/8/2019,13:05,Ewallet,5.0
483,305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10.0,30.19,633.99,2/12/2019,16:19,Cash,6.0
484,493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10.0,18.49,388.29,1/1/2019,19:48,Credit card,7.0
485,438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4.0,9.898,207.858,3/21/2019,15:25,Ewallet,6.6
486,709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10.0,20.545,431.445,2/28/2019,14:42,Cash,7.3
487,795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4.0,7.43,156.03,3/23/2019,18:59,Ewallet,8.3
488,556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1.0,1.148,24.108,1/30/2019,20:47,Cash,4.3
489,627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9.0,34.956,734.076,2/4/2019,13:21,Ewallet,9.8
490,686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2.0,3.47,72.87,3/13/2019,19:48,Ewallet,8.2
491,510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10.0,9.83,206.43,3/15/2019,18:20,Credit card,7.2
492,608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8.0,10.128,212.688,3/5/2019,20:24,Ewallet,8.7
493,148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10.0,6.06,127.26,3/5/2019,13:44,Credit card,8.4
494,437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2.0,9.989,209.769,2/26/2019,11:48,Ewallet,7.1
495,632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8.0,30.368,637.728,3/20/2019,14:14,Cash,5.5
496,556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2.0,6.322,132.762,1/1/2019,15:51,Cash,8.5
497,862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6.0,27.072,568.512,1/27/2019,11:17,Cash,6.2
498,401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1.0,4.9065,103.0365,1/21/2019,17:36,Cash,8.9
499,420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8.0,20.608,432.768,2/2/2019,15:47,Cash,9.6
500,277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1.0,3.6985,77.6685,2/3/2019,15:53,Credit card,5.4
501,573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1.0,1.595,33.495,1/5/2019,12:40,Ewallet,9.1
502,620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2.0,6.94,145.74,1/27/2019,19:48,Ewallet,9.0
503,282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2.0,9.331,195.951,3/25/2019,17:53,Cash,6.3
504,511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1.0,4.4225,92.8725,2/25/2019,16:36,Credit card,9.5
505,726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8.0,9.672,203.112,1/28/2019,20:54,Ewallet,9.8
506,387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3.0,7.275,152.775,1/8/2019,12:50,Cash,6.7
507,862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6.0,25.215,529.515,1/29/2019,10:48,Credit card,7.7
508,291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5.0,15.3225,321.7725,3/29/2019,14:28,Cash,7.0
509,602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6.0,4.785,100.485,2/9/2019,17:15,Credit card,5.1
510,347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7.0,31.759,666.939,1/16/2019,18:03,Credit card,6.2
511,209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5.0,10.7275,225.2775,1/5/2019,17:29,Ewallet,6.1
512,595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7.0,18.998,398.958,1/27/2019,18:05,Ewallet,9.3
513,189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7.0,34.8425,731.6925,3/14/2019,12:07,Cash,7.6
514,503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7.0,20.4365,429.1665,2/23/2019,19:49,Credit card,8.2
515,413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1.0,2.5735,54.0435,3/18/2019,15:52,Ewallet,8.5
516,425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5.0,13.715,288.015,3/29/2019,16:48,Ewallet,9.8
517,521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5.0,9.8475,206.7975,1/22/2019,20:46,Credit card,8.7
518,220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2.0,3.473,72.933,3/1/2019,18:14,Ewallet,9.7
519,600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5.0,17.98,377.58,1/17/2019,15:05,Credit card,4.3
520,734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3.0,6.8565,143.9865,3/26/2019,10:34,Credit card,7.7
521,451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6.0,24.951,523.971,3/20/2019,11:23,Cash,7.3
522,609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6.0,11.232,235.872,2/6/2019,13:55,Credit card,5.9
523,133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2.0,6.287,132.027,1/1/2019,11:43,Cash,5.0
524,534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6.0,24.513,514.773,1/27/2019,14:36,Credit card,8.0
525,719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5.0,22.8525,479.9025,2/25/2019,16:03,Ewallet,7.1
526,286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4.0,7.842,164.682,1/16/2019,20:03,Credit card,9.0
527,339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2.0,5.986,125.706,1/13/2019,14:55,Ewallet,6.7
528,827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10.0,27.18,570.78,2/7/2019,11:28,Credit card,6.1
529,827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9.0,44.1405,926.9505,2/17/2019,19:41,Cash,9.3
530,287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6.0,7.629,160.209,2/12/2019,19:01,Ewallet,7.0
531,435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8.0,34.672,728.112,1/24/2019,,Credit card,7.2
532,857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10.0,11.475,240.975,2/6/2019,19:20,Ewallet,8.2
533,236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9.0,7.3395,154.1295,3/26/2019,10:31,Ewallet,8.4
534,892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5.0,7.08,148.68,3/11/2019,13:28,Ewallet,6.2
535,583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7.0,5.8345,122.5245,2/7/2019,11:36,Ewallet,7.4
536,339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1.0,3.698,77.658,1/5/2019,11:32,Credit card,5.0
537,643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1.0,4.897,102.837,3/7/2019,11:44,Ewallet,6.9
538,308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4.0,14.61,306.81,2/25/2019,17:16,Credit card,4.9
539,358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6.0,26.244,551.124,2/1/2019,18:43,Ewallet,5.1
540,460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3.0,4.602,96.642,1/22/2019,11:00,Ewallet,9.1
541,343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1.0,3.794,79.674,1/3/2019,10:30,Credit card,7.1
542,173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4.0,4.036,84.756,2/13/2019,12:14,Credit card,5.0
543,243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6.0,5.631,118.251,1/28/2019,16:43,Credit card,5.5
544,841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1.0,3.56,74.76,1/5/2019,20:40,Credit card,9.2
545,701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4.0,7.762,163.002,3/19/2019,13:40,Ewallet,4.9
546,647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10.0,14.71,308.91,1/12/2019,16:23,Ewallet,8.9
547,541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9.0,27.4275,575.9775,1/7/2019,12:08,Credit card,6.0
548,539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5.0,12.885,270.585,1/26/2019,17:45,Cash,4.2
549,213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6.0,19.818,416.178,1/23/2019,10:28,Cash,7.3
550,747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3.0,8.5905,180.4005,2/9/2019,20:31,Ewallet,6.5
551,582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9.0,24.4395,513.2295,2/22/2019,10:49,Cash,8.9
552,210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9.0,26.208,550.368,2/5/2019,12:34,Cash,9.7
553,399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6.0,6.663,139.923,3/7/2019,10:23,Credit card,8.6
554,134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7.0,6.762,142.002,3/25/2019,18:51,Cash,6.9
555,356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3.0,5.622,118.062,1/20/2019,13:45,Credit card,7.7
556,198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2.0,7.204,151.284,2/4/2019,19:38,Cash,9.5
557,283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10.0,49.26,1034.46,1/30/2019,20:23,Ewallet,4.5
558,712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6.0,12.498,262.458,1/2/2019,15:24,Ewallet,5.6
559,218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3.0,10.863,228.123,3/29/2019,16:54,Ewallet,8.2
560,174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9.0,9.711,203.931,3/14/2019,12:32,Cash,7.3
561,866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10.0,44.6,936.6,2/11/2019,15:42,Credit card,4.4
562,134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8.0,16.968,356.328,1/30/2019,13:58,Ewallet,5.7
563,760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6.0,22.353,469.413,3/20/2019,15:08,Ewallet,5.0
564,514-37-2845,B,Mandalay,,Male,Fashion accessories,99.25,2.0,9.925,208.425,3/20/2019,13:02,Cash,9.0
565,698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10.0,40.605,852.705,1/17/2019,13:01,Credit card,6.3
566,718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10.0,24.665,517.965,2/3/2019,16:40,Credit card,9.4
567,651-88-7328,A,Yangon,Normal,Female,Fashion accessories,65.74,9.0,29.583,621.243,1/1/2019,13:55,Cash,7.7
568,241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,79.86,7.0,27.951,586.971,1/10/2019,10:33,Credit card,5.5
569,408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98,7.0,25.893,543.753,3/2/2019,16:42,Ewallet,4.1
570,834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,82.04,5.0,20.51,430.71,2/25/2019,17:16,Credit card,7.6
571,343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67,10.0,13.335,280.035,1/29/2019,11:48,Cash,8.6
572,239-48-4278,A,Yangon,Member,Male,Food and beverages,10.13,7.0,3.5455,74.4555,3/10/2019,19:35,Ewallet,8.3
573,355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2.0,7.239,152.019,1/13/2019,19:55,Credit card,8.1
574,550-84-8664,A,Yangon,Normal,Male,Sports and travel,85.91,5.0,21.4775,451.0275,3/22/2019,14:33,Credit card,8.6
575,339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.31,7.0,28.4585,597.6285,3/1/2019,19:49,Ewallet,6.3
576,458-61-0011,B,Mandalay,Normal,Male,Food and beverages,60.3,4.0,12.06,253.26,2/20/2019,18:43,Cash,5.8
577,592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4.0,6.354,133.434,1/14/2019,14:43,Ewallet,6.2
578,797-88-0493,A,Yangon,Normal,Female,Health and beauty,64.27,4.0,12.854,269.934,3/26/2019,13:54,Cash,7.7
579,207-73-1363,B,Mandalay,Normal,Male,Health and beauty,69.51,2.0,6.951,145.971,3/1/2019,12:15,Ewallet,8.1
580,390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.22,3.0,4.083,85.743,1/7/2019,12:37,Cash,7.3
581,443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4.0,15.536,326.256,2/1/2019,19:54,Cash,8.4
582,339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98,2.0,9.298,195.258,2/13/2019,15:06,Credit card,8.0
583,359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4.0,3.616,75.936,1/14/2019,18:03,Credit card,9.5
584,375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3.0,9.459,198.639,1/19/2019,15:58,Ewallet,7.0
585,127-47-6963,A,Yangon,Normal,Male,Health and beauty,51.71,4.0,10.342,217.182,3/9/2019,13:53,Credit card,9.8
586,278-86-2735,A,Yangon,Normal,Female,Food and beverages,52.34,3.0,7.851,164.871,3/27/2019,14:03,Cash,9.2
587,695-28-6250,A,Yangon,Normal,Female,Sports and travel,43.06,5.0,10.765,226.065,2/4/2019,16:38,Ewallet,7.7
588,379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10.0,29.805,625.905,3/14/2019,11:07,Cash,5.3
589,227-50-3718,A,Yangon,Normal,Male,Health and beauty,14.62,5.0,3.655,76.755,3/4/2019,12:23,Cash,4.4
590,302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,46.53,6.0,13.959,293.139,3/3/2019,10:54,Credit card,4.3
591,788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,24.24,7.0,8.484,178.164,1/27/2019,17:38,Ewallet,9.4
592,560-49-6611,A,Yangon,Member,Female,Sports and travel,45.58,1.0,2.279,47.859,2/7/2019,14:13,Cash,9.8
593,880-35-0356,A,Yangon,Member,Female,Sports and travel,75.2,3.0,11.28,236.88,2/5/2019,11:51,Ewallet,4.8
594,585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3.0,14.52,304.92,3/15/2019,13:05,Cash,5.3
595,470-31-3286,B,Mandalay,Normal,Male,Health and beauty,14.82,3.0,2.223,46.683,3/1/2019,11:30,Credit card,8.7
596,152-68-2907,A,Yangon,Normal,Male,Food and beverages,52.2,3.0,7.83,164.43,2/15/2019,13:30,Credit card,9.5
597,123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,46.66,9.0,20.997,440.937,2/17/2019,19:11,Ewallet,5.3
598,258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,36.85,5.0,9.2125,193.4625,1/26/2019,18:53,Cash,9.2
599,334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2.0,7.032,147.672,3/24/2019,14:22,Ewallet,9.6
600,219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1.0,4.154,87.234,1/23/2019,17:16,Ewallet,6.4
601,881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,64.99,1.0,3.2495,68.2395,1/26/2019,10:06,Credit card,4.5
602,373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10.0,38.78,814.38,3/14/2019,20:35,Ewallet,6.9
603,642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6.0,16.353,343.413,3/17/2019,13:54,Ewallet,7.8
604,484-22-8230,C,Naypyitaw,Member,Female,,51.89,7.0,18.1615,381.3915,1/8/2019,20:08,Cash,4.5
605,830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,31.75,4.0,6.35,133.35,2/8/2019,15:26,Cash,8.6
606,559-98-9873,A,Yangon,Member,Female,Fashion accessories,53.65,7.0,18.7775,394.3275,2/10/2019,12:56,Ewallet,5.2
607,544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,49.79,4.0,9.958,209.118,3/28/2019,19:16,Credit card,6.4
608,318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1.0,1.5305,32.1405,1/23/2019,12:20,Ewallet,5.2
609,349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2.0,5.789,121.569,1/17/2019,10:37,Ewallet,8.9
610,421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1.0,1.448,30.408,2/7/2019,10:18,Credit card,6.2
611,277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,98.97,9.0,44.5365,935.2665,3/9/2019,11:23,Cash,6.7
612,789-23-8625,B,Mandalay,Member,Male,Fashion accessories,93.22,3.0,13.983,293.643,1/24/2019,11:45,Cash,7.2
613,284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1.0,4.0465,84.9765,1/19/2019,16:08,Credit card,9.0
